"","kgf","s","nome"
"11052",0.63636,13.6,"BAT22"
"11053",0.63636,13.7,"BAT22"
"11054",0.66667,13.8,"BAT22"
"11055",0.66667,13.9,"BAT22"
"11056",0.66667,14,"BAT22"
"11057",0.69697,14.1,"BAT22"
"11058",0.69697,14.2,"BAT22"
"11059",0.72727,14.3,"BAT22"
"11060",0.72727,14.4,"BAT22"
"11061",0.72727,14.5,"BAT22"
"11062",0.75758,14.6,"BAT22"
"11063",0.75758,14.7,"BAT22"
"11064",0.78788,14.8,"BAT22"
"11065",0.78788,14.9,"BAT22"
"11066",0.81818,15,"BAT22"
"11067",0.81818,15.1,"BAT22"
"11068",0.84848,15.2,"BAT22"
"11069",0.84848,15.3,"BAT22"
"11070",0.84848,15.4,"BAT22"
"11071",0.87879,15.5,"BAT22"
"11072",0.87879,15.6,"BAT22"
"11073",0.90909,15.7,"BAT22"
"11074",0.93939,15.8,"BAT22"
"11075",0.93939,15.9,"BAT22"
"11076",0.9697,16,"BAT22"
"11077",0.9697,16.1,"BAT22"
"11078",1,16.2,"BAT22"
"11079",1,16.3,"BAT22"
"11080",1.0303,16.4,"BAT22"
"11081",1.0303,16.5,"BAT22"
"11082",1.06061,16.6,"BAT22"
"11083",1.06061,16.7,"BAT22"
"11084",1.09091,16.8,"BAT22"
"11085",1.12121,16.9,"BAT22"
"11086",1.12121,17,"BAT22"
"11087",1.15152,17.1,"BAT22"
"11088",1.15152,17.2,"BAT22"
"11089",1.18182,17.3,"BAT22"
"11090",1.21212,17.4,"BAT22"
"11091",1.21212,17.5,"BAT22"
"11092",1.24242,17.6,"BAT22"
"11093",1.27273,17.7,"BAT22"
"11094",1.27273,17.8,"BAT22"
"11095",1.30303,17.9,"BAT22"
"11096",1.33333,18,"BAT22"
"11097",1.36364,18.1,"BAT22"
"11098",1.36364,18.2,"BAT22"
"11099",1.39394,18.3,"BAT22"
"11100",1.42424,18.4,"BAT22"
"11101",1.45455,18.5,"BAT22"
"11102",1.45455,18.6,"BAT22"
"11103",1.48485,18.7,"BAT22"
"11104",1.51515,18.8,"BAT22"
"11105",1.51515,18.9,"BAT22"
"11106",1.54545,19,"BAT22"
"11107",1.54545,19.1,"BAT22"
"11108",1.57576,19.2,"BAT22"
"11109",1.60606,19.3,"BAT22"
"11110",1.60606,19.4,"BAT22"
"11111",1.63636,19.5,"BAT22"
"11112",1.63636,19.6,"BAT22"
"11113",1.66667,19.7,"BAT22"
"11114",1.66667,19.8,"BAT22"
"11115",1.69697,19.9,"BAT22"
"11116",1.69697,20,"BAT22"
"11117",1.72727,20.1,"BAT22"
"11118",1.72727,20.2,"BAT22"
"11119",1.72727,20.3,"BAT22"
"11120",1.75758,20.4,"BAT22"
"11121",1.75758,20.5,"BAT22"
"11122",1.75758,20.6,"BAT22"
"11123",1.78788,20.7,"BAT22"
"11124",1.81818,20.8,"BAT22"
"11125",1.81818,20.9,"BAT22"
"11126",1.84848,21,"BAT22"
"11127",1.84848,21.1,"BAT22"
"11128",1.87879,21.2,"BAT22"
"11129",1.90909,21.3,"BAT22"
"11130",1.93939,21.4,"BAT22"
"11131",1.93939,21.5,"BAT22"
"11132",1.9697,21.6,"BAT22"
"11133",2,21.7,"BAT22"
"11134",2,21.8,"BAT22"
"11135",2.0303,21.9,"BAT22"
"11136",2.06061,22,"BAT22"
"11137",2.09091,22.1,"BAT22"
"11138",2.09091,22.2,"BAT22"
"11139",2.12121,22.3,"BAT22"
"11140",2.12121,22.4,"BAT22"
"11141",2.15152,22.5,"BAT22"
"11142",2.18182,22.6,"BAT22"
"11143",2.18182,22.7,"BAT22"
"11144",2.21212,22.8,"BAT22"
"11145",2.24242,22.9,"BAT22"
"11146",2.24242,23,"BAT22"
"11147",2.27273,23.1,"BAT22"
"11148",2.30303,23.2,"BAT22"
"11149",2.33333,23.3,"BAT22"
"11150",2.33333,23.4,"BAT22"
"11151",2.36364,23.5,"BAT22"
"11152",2.36364,23.6,"BAT22"
"11153",2.39394,23.7,"BAT22"
"11154",2.42424,23.8,"BAT22"
"11155",2.42424,23.9,"BAT22"
"11156",2.45455,24,"BAT22"
"11157",2.48485,24.1,"BAT22"
"11158",2.48485,24.2,"BAT22"
"11159",2.51515,24.3,"BAT22"
"11160",2.54545,24.4,"BAT22"
"11161",2.54545,24.5,"BAT22"
"11162",2.57576,24.6,"BAT22"
"11163",2.60606,24.7,"BAT22"
"11164",2.60606,24.8,"BAT22"
"11165",2.63636,24.9,"BAT22"
"11166",2.66667,25,"BAT22"
"11167",2.66667,25.1,"BAT22"
"11168",2.69697,25.2,"BAT22"
"11169",2.69697,25.3,"BAT22"
"11170",2.72727,25.4,"BAT22"
"11171",2.72727,25.5,"BAT22"
"11172",2.75758,25.6,"BAT22"
"11173",2.78788,25.7,"BAT22"
"11174",2.81818,25.8,"BAT22"
"11175",2.81818,25.9,"BAT22"
"11176",2.84848,26,"BAT22"
"11177",2.84848,26.1,"BAT22"
"11178",2.87879,26.2,"BAT22"
"11179",2.87879,26.3,"BAT22"
"11180",2.90909,26.4,"BAT22"
"11181",2.90909,26.5,"BAT22"
"11182",2.93939,26.6,"BAT22"
"11183",2.9697,26.7,"BAT22"
"11184",2.9697,26.8,"BAT22"
"11185",3,26.9,"BAT22"
"11186",3,27,"BAT22"
"11187",3.0303,27.1,"BAT22"
"11188",3.06061,27.2,"BAT22"
"11189",3.06061,27.3,"BAT22"
"11190",3.09091,27.4,"BAT22"
"11191",3.09091,27.5,"BAT22"
"11192",3.12121,27.6,"BAT22"
"11193",3.15152,27.7,"BAT22"
"11194",3.15152,27.8,"BAT22"
"11195",3.18182,27.9,"BAT22"
"11196",3.18182,28,"BAT22"
"11197",3.21212,28.1,"BAT22"
"11198",3.21212,28.2,"BAT22"
"11199",3.24242,28.3,"BAT22"
"11200",3.27273,28.4,"BAT22"
"11201",3.27273,28.5,"BAT22"
"11202",3.30303,28.6,"BAT22"
"11203",3.30303,28.7,"BAT22"
"11204",3.33333,28.8,"BAT22"
"11205",3.36364,28.9,"BAT22"
"11206",3.36364,29,"BAT22"
"11207",3.39394,29.1,"BAT22"
"11208",3.39394,29.2,"BAT22"
"11209",3.42424,29.3,"BAT22"
"11210",3.45455,29.4,"BAT22"
"11211",3.45455,29.5,"BAT22"
"11212",3.48485,29.6,"BAT22"
"11213",3.48485,29.7,"BAT22"
"11214",3.51515,29.8,"BAT22"
"11215",3.51515,29.9,"BAT22"
"11216",3.54545,30,"BAT22"
"11217",3.54545,30.1,"BAT22"
"11218",3.57576,30.2,"BAT22"
"11219",3.60606,30.3,"BAT22"
"11220",3.60606,30.4,"BAT22"
"11221",3.63636,30.5,"BAT22"
"11222",3.63636,30.6,"BAT22"
"11223",3.66667,30.7,"BAT22"
"11224",3.66667,30.8,"BAT22"
"11225",3.69697,30.9,"BAT22"
"11226",3.69697,31,"BAT22"
"11227",3.72727,31.1,"BAT22"
"11228",3.75758,31.2,"BAT22"
"11229",3.75758,31.3,"BAT22"
"11230",3.78788,31.4,"BAT22"
"11231",3.81818,31.5,"BAT22"
"11232",3.81818,31.6,"BAT22"
"11233",3.84848,31.7,"BAT22"
"11234",3.84848,31.8,"BAT22"
"11235",3.87879,31.9,"BAT22"
"11236",3.90909,32,"BAT22"
"11237",3.90909,32.1,"BAT22"
"11238",3.93939,32.2,"BAT22"
"11239",3.93939,32.3,"BAT22"
"11240",3.9697,32.4,"BAT22"
"11241",4,32.5,"BAT22"
"11242",4,32.6,"BAT22"
"11243",4.0303,32.7,"BAT22"
"11244",4.0303,32.8,"BAT22"
"11245",4.06061,32.9,"BAT22"
"11246",4.09091,33,"BAT22"
"11247",4.09091,33.1,"BAT22"
"11248",4.12121,33.2,"BAT22"
"11249",4.12121,33.3,"BAT22"
"11250",4.15152,33.4,"BAT22"
"11251",4.15152,33.5,"BAT22"
"11252",4.18182,33.6,"BAT22"
"11253",4.18182,33.7,"BAT22"
"11254",4.21212,33.8,"BAT22"
"11255",4.24242,33.9,"BAT22"
"11256",4.24242,34,"BAT22"
"11257",4.27273,34.1,"BAT22"
"11258",4.27273,34.2,"BAT22"
"11259",4.30303,34.3,"BAT22"
"11260",4.33333,34.4,"BAT22"
"11261",4.33333,34.5,"BAT22"
"11262",4.36364,34.6,"BAT22"
"11263",4.39394,34.7,"BAT22"
"11264",4.39394,34.8,"BAT22"
"11265",4.42424,34.9,"BAT22"
"11266",4.42424,35,"BAT22"
"11267",4.45455,35.1,"BAT22"
"11268",4.45455,35.2,"BAT22"
"11269",4.48485,35.3,"BAT22"
"11270",4.48485,35.4,"BAT22"
"11271",4.51515,35.5,"BAT22"
"11272",4.54545,35.6,"BAT22"
"11273",4.54545,35.7,"BAT22"
"11274",4.57576,35.8,"BAT22"
"11275",4.60606,35.9,"BAT22"
"11276",4.60606,36,"BAT22"
"11277",4.63636,36.1,"BAT22"
"11278",4.63636,36.2,"BAT22"
"11279",4.66667,36.3,"BAT22"
"11280",4.69697,36.4,"BAT22"
"11281",4.69697,36.5,"BAT22"
"11282",4.72727,36.6,"BAT22"
"11283",4.72727,36.7,"BAT22"
"11284",4.75758,36.8,"BAT22"
"11285",4.75758,36.9,"BAT22"
"11286",4.78788,37,"BAT22"
"11287",4.81818,37.1,"BAT22"
"11288",4.81818,37.2,"BAT22"
"11289",4.84848,37.3,"BAT22"
"11290",4.84848,37.4,"BAT22"
"11291",4.87879,37.5,"BAT22"
"11292",4.90909,37.6,"BAT22"
"11293",4.90909,37.7,"BAT22"
"11294",4.93939,37.8,"BAT22"
"11295",4.9697,37.9,"BAT22"
"11296",4.9697,38,"BAT22"
"11297",5,38.1,"BAT22"
"11298",5,38.2,"BAT22"
"11299",5.0303,38.3,"BAT22"
"11300",5.06061,38.4,"BAT22"
"11301",5.06061,38.5,"BAT22"
"11302",5.09091,38.6,"BAT22"
"11303",5.09091,38.7,"BAT22"
"11304",5.12121,38.8,"BAT22"
"11305",5.12121,38.9,"BAT22"
"11306",5.15152,39,"BAT22"
"11307",5.18182,39.1,"BAT22"
"11308",5.18182,39.2,"BAT22"
"11309",5.21212,39.3,"BAT22"
"11310",5.24242,39.4,"BAT22"
"11311",5.24242,39.5,"BAT22"
"11312",5.27273,39.6,"BAT22"
"11313",5.27273,39.7,"BAT22"
"11314",5.30303,39.8,"BAT22"
"11315",5.33333,39.9,"BAT22"
"11316",5.33333,40,"BAT22"
"11317",5.36364,40.1,"BAT22"
"11318",5.36364,40.2,"BAT22"
"11319",5.39394,40.3,"BAT22"
"11320",5.42424,40.4,"BAT22"
"11321",5.42424,40.5,"BAT22"
"11322",5.45455,40.6,"BAT22"
"11323",5.45455,40.7,"BAT22"
"11324",5.48485,40.8,"BAT22"
"11325",5.51515,40.9,"BAT22"
"11326",5.51515,41,"BAT22"
"11327",5.54545,41.1,"BAT22"
"11328",5.54545,41.2,"BAT22"
"11329",5.57576,41.3,"BAT22"
"11330",5.57576,41.4,"BAT22"
"11331",5.60606,41.5,"BAT22"
"11332",5.60606,41.6,"BAT22"
"11333",5.63636,41.7,"BAT22"
"11334",5.63636,41.8,"BAT22"
"11335",5.63636,41.9,"BAT22"
"11336",5.66667,42,"BAT22"
"11337",5.66667,42.1,"BAT22"
"11338",5.69697,42.2,"BAT22"
"11339",5.72727,42.3,"BAT22"
"11340",5.72727,42.4,"BAT22"
"11341",5.75758,42.5,"BAT22"
"11342",5.78788,42.6,"BAT22"
"11343",5.78788,42.7,"BAT22"
"11344",5.81818,42.8,"BAT22"
"11345",5.84848,42.9,"BAT22"
"11346",5.84848,43,"BAT22"
"11347",5.87879,43.1,"BAT22"
"11348",5.90909,43.2,"BAT22"
"11349",5.90909,43.3,"BAT22"
"11350",5.93939,43.4,"BAT22"
"11351",5.9697,43.5,"BAT22"
"11352",5.9697,43.6,"BAT22"
"11353",6,43.7,"BAT22"
"11354",6,43.8,"BAT22"
"11355",6.0303,43.9,"BAT22"
"11356",6.06061,44,"BAT22"
"11357",6.06061,44.1,"BAT22"
"11358",6.09091,44.2,"BAT22"
"11359",6.09091,44.3,"BAT22"
"11360",6.12121,44.4,"BAT22"
"11361",6.15152,44.5,"BAT22"
"11362",6.15152,44.6,"BAT22"
"11363",6.18182,44.7,"BAT22"
"11364",6.18182,44.8,"BAT22"
"11365",6.21212,44.9,"BAT22"
"11366",6.24242,45,"BAT22"
"11367",6.24242,45.1,"BAT22"
"11368",6.27273,45.2,"BAT22"
"11369",6.30303,45.3,"BAT22"
"11370",6.30303,45.4,"BAT22"
"11371",6.33333,45.5,"BAT22"
"11372",6.36364,45.6,"BAT22"
"11373",6.39394,45.7,"BAT22"
"11374",6.39394,45.8,"BAT22"
"11375",6.39394,45.9,"BAT22"
"11376",6.42424,46,"BAT22"
"11377",6.45455,46.1,"BAT22"
"11378",6.48485,46.2,"BAT22"
"11379",6.48485,46.3,"BAT22"
"11380",6.51515,46.4,"BAT22"
"11381",6.51515,46.5,"BAT22"
"11382",6.54545,46.6,"BAT22"
"11383",6.57576,46.7,"BAT22"
"11384",6.57576,46.8,"BAT22"
"11385",6.60606,46.9,"BAT22"
"11386",6.60606,47,"BAT22"
"11387",6.63636,47.1,"BAT22"
"11388",6.66667,47.2,"BAT22"
"11389",6.69697,47.3,"BAT22"
"11390",6.69697,47.4,"BAT22"
"11391",6.72727,47.5,"BAT22"
"11392",6.75758,47.6,"BAT22"
"11393",6.75758,47.7,"BAT22"
"11394",6.78788,47.8,"BAT22"
"11395",6.81818,47.9,"BAT22"
"11396",6.81818,48,"BAT22"
"11397",6.84848,48.1,"BAT22"
"11398",6.87879,48.2,"BAT22"
"11399",6.87879,48.3,"BAT22"
"11400",6.90909,48.4,"BAT22"
"11401",6.90909,48.5,"BAT22"
"11402",6.93939,48.6,"BAT22"
"11403",6.9697,48.7,"BAT22"
"11404",6.9697,48.8,"BAT22"
"11405",7,48.9,"BAT22"
"11406",7.0297,49,"BAT22"
"11407",7.0297,49.1,"BAT22"
"11408",7.05941,49.2,"BAT22"
"11409",7.08911,49.3,"BAT22"
"11410",7.08911,49.4,"BAT22"
"11411",7.11881,49.5,"BAT22"
"11412",7.14851,49.6,"BAT22"
"11413",7.14851,49.7,"BAT22"
"11414",7.17822,49.8,"BAT22"
"11415",7.20792,49.9,"BAT22"
"11416",7.20792,50,"BAT22"
"11417",7.23762,50.1,"BAT22"
"11418",7.26733,50.2,"BAT22"
"11419",7.26733,50.3,"BAT22"
"11420",7.29703,50.4,"BAT22"
"11421",7.32673,50.5,"BAT22"
"11422",7.32673,50.6,"BAT22"
"11423",7.35644,50.7,"BAT22"
"11424",7.35644,50.8,"BAT22"
"11425",7.38614,50.9,"BAT22"
"11426",7.41584,51,"BAT22"
"11427",7.44554,51.1,"BAT22"
"11428",7.44554,51.2,"BAT22"
"11429",7.47525,51.3,"BAT22"
"11430",7.47525,51.4,"BAT22"
"11431",7.50495,51.5,"BAT22"
"11432",7.53465,51.6,"BAT22"
"11433",7.56436,51.7,"BAT22"
"11434",7.56436,51.8,"BAT22"
"11435",7.59406,51.9,"BAT22"
"11436",7.62376,52,"BAT22"
"11437",7.62376,52.1,"BAT22"
"11438",7.65347,52.2,"BAT22"
"11439",7.68317,52.3,"BAT22"
"11440",7.68317,52.4,"BAT22"
"11441",7.71287,52.5,"BAT22"
"11442",7.74257,52.6,"BAT22"
"11443",7.77228,52.7,"BAT22"
"11444",7.77228,52.8,"BAT22"
"11445",7.80198,52.9,"BAT22"
"11446",7.83168,53,"BAT22"
"11447",7.86139,53.1,"BAT22"
"11448",7.86139,53.2,"BAT22"
"11449",7.89109,53.3,"BAT22"
"11450",7.92079,53.4,"BAT22"
"11451",7.92079,53.5,"BAT22"
"11452",7.95049,53.6,"BAT22"
"11453",7.9802,53.7,"BAT22"
"11454",7.9802,53.8,"BAT22"
"11455",8.0099,53.9,"BAT22"
"11456",8.0396,54,"BAT22"
"11457",8.0396,54.1,"BAT22"
"11458",8.06931,54.2,"BAT22"
"11459",8.09901,54.3,"BAT22"
"11460",8.12871,54.4,"BAT22"
"11461",8.12871,54.5,"BAT22"
"11462",8.15842,54.6,"BAT22"
"11463",8.18812,54.7,"BAT22"
"11464",8.21782,54.8,"BAT22"
"11465",8.21782,54.9,"BAT22"
"11466",8.24753,55,"BAT22"
"11467",8.24753,55.1,"BAT22"
"11468",8.27723,55.2,"BAT22"
"11469",8.30693,55.3,"BAT22"
"11470",8.30693,55.4,"BAT22"
"11471",8.33663,55.5,"BAT22"
"11472",8.36634,55.6,"BAT22"
"11473",8.36634,55.7,"BAT22"
"11474",8.39604,55.8,"BAT22"
"11475",8.42574,55.9,"BAT22"
"11476",8.42574,56,"BAT22"
"11477",8.45545,56.1,"BAT22"
"11478",8.48515,56.2,"BAT22"
"11479",8.48515,56.3,"BAT22"
"11480",8.51485,56.4,"BAT22"
"11481",8.54455,56.5,"BAT22"
"11482",8.54455,56.6,"BAT22"
"11483",8.57426,56.7,"BAT22"
"11484",8.60396,56.8,"BAT22"
"11485",8.63366,56.9,"BAT22"
"11486",8.66337,57,"BAT22"
"11487",8.66337,57.1,"BAT22"
"11488",8.69307,57.2,"BAT22"
"11489",8.72277,57.3,"BAT22"
"11490",8.72277,57.4,"BAT22"
"11491",8.75247,57.5,"BAT22"
"11492",8.78218,57.6,"BAT22"
"11493",8.78218,57.7,"BAT22"
"11494",8.81188,57.8,"BAT22"
"11495",8.84158,57.9,"BAT22"
"11496",8.87129,58,"BAT22"
"11497",8.87129,58.1,"BAT22"
"11498",8.90099,58.2,"BAT22"
"11499",8.93069,58.3,"BAT22"
"11500",8.93069,58.4,"BAT22"
"11501",8.9604,58.5,"BAT22"
"11502",8.9901,58.6,"BAT22"
"11503",9.0198,58.7,"BAT22"
"11504",9.0198,58.8,"BAT22"
"11505",9.0495,58.9,"BAT22"
"11506",9.07921,59,"BAT22"
"11507",9.10891,59.1,"BAT22"
"11508",9.10891,59.2,"BAT22"
"11509",9.13861,59.3,"BAT22"
"11510",9.16832,59.4,"BAT22"
"11511",9.16832,59.5,"BAT22"
"11512",9.19802,59.6,"BAT22"
"11513",9.22772,59.7,"BAT22"
"11514",9.22772,59.8,"BAT22"
"11515",9.25743,59.9,"BAT22"
"11516",9.28713,60,"BAT22"
"11517",9.31683,60.1,"BAT22"
"11518",9.31683,60.2,"BAT22"
"11519",9.34653,60.3,"BAT22"
"11520",9.37624,60.4,"BAT22"
"11521",9.37624,60.5,"BAT22"
"11522",9.40594,60.6,"BAT22"
"11523",9.43564,60.7,"BAT22"
"11524",9.46535,60.8,"BAT22"
"11525",9.49505,60.9,"BAT22"
"11526",9.49505,61,"BAT22"
"11527",9.52475,61.1,"BAT22"
"11528",9.52475,61.2,"BAT22"
"11529",9.55446,61.3,"BAT22"
"11530",9.58416,61.4,"BAT22"
"11531",9.61386,61.5,"BAT22"
"11532",9.64356,61.6,"BAT22"
"11533",9.67327,61.7,"BAT22"
"11534",9.67327,61.8,"BAT22"
"11535",9.70297,61.9,"BAT22"
"11536",9.73267,62,"BAT22"
"11537",9.73267,62.1,"BAT22"
"11538",9.76238,62.2,"BAT22"
"11539",9.79208,62.3,"BAT22"
"11540",9.82178,62.4,"BAT22"
"11541",9.82178,62.5,"BAT22"
"11542",9.88119,62.6,"BAT22"
"11543",9.88119,62.7,"BAT22"
"11544",9.91089,62.8,"BAT22"
"11545",9.91089,62.9,"BAT22"
"11546",9.94059,63,"BAT22"
"11547",9.9703,63.1,"BAT22"
"11548",10,63.2,"BAT22"
"11549",10,63.3,"BAT22"
"11550",10.03012,63.4,"BAT22"
"11551",10.06024,63.5,"BAT22"
"11552",10.09036,63.6,"BAT22"
"11553",10.12048,63.7,"BAT22"
"11554",10.12048,63.8,"BAT22"
"11555",10.1506,63.9,"BAT22"
"11556",10.18072,64,"BAT22"
"11557",10.21084,64.1,"BAT22"
"11558",10.24096,64.2,"BAT22"
"11559",10.24096,64.3,"BAT22"
"11560",10.3012,64.4,"BAT22"
"11561",10.33132,64.5,"BAT22"
"11562",10.33132,64.6,"BAT22"
"11563",10.36145,64.7,"BAT22"
"11564",10.39157,64.8,"BAT22"
"11565",10.42169,64.9,"BAT22"
"11566",10.42169,65,"BAT22"
"11567",10.45181,65.1,"BAT22"
"11568",10.48193,65.2,"BAT22"
"11569",10.51205,65.3,"BAT22"
"11570",10.54217,65.4,"BAT22"
"11571",10.54217,65.5,"BAT22"
"11572",10.57229,65.6,"BAT22"
"11573",10.60241,65.7,"BAT22"
"11574",10.63253,65.8,"BAT22"
"11575",10.66265,65.9,"BAT22"
"11576",10.69277,66,"BAT22"
"11577",10.72289,66.1,"BAT22"
"11578",10.75301,66.2,"BAT22"
"11579",10.78313,66.3,"BAT22"
"11580",10.81325,66.4,"BAT22"
"11581",10.81325,66.5,"BAT22"
"11582",10.84337,66.6,"BAT22"
"11583",10.87349,66.7,"BAT22"
"11584",10.90361,66.8,"BAT22"
"11585",10.93373,66.9,"BAT22"
"11586",10.93373,67,"BAT22"
"11587",10.96386,67.1,"BAT22"
"11588",10.99398,67.2,"BAT22"
"11589",11.0241,67.3,"BAT22"
"11590",11.05422,67.4,"BAT22"
"11591",11.08434,67.5,"BAT22"
"11592",11.11446,67.6,"BAT22"
"11593",11.14458,67.7,"BAT22"
"11594",11.1747,67.8,"BAT22"
"11595",11.1747,67.9,"BAT22"
"11596",11.20482,68,"BAT22"
"11597",11.23494,68.1,"BAT22"
"11598",11.26506,68.2,"BAT22"
"11599",11.29518,68.3,"BAT22"
"11600",11.3253,68.4,"BAT22"
"11601",11.35542,68.5,"BAT22"
"11602",11.38554,68.6,"BAT22"
"11603",11.41566,68.7,"BAT22"
"11604",11.41566,68.8,"BAT22"
"11605",11.44578,68.9,"BAT22"
"11606",11.4759,69,"BAT22"
"11607",11.50602,69.1,"BAT22"
"11608",11.53614,69.2,"BAT22"
"11609",11.56627,69.3,"BAT22"
"11610",11.59639,69.4,"BAT22"
"11611",11.62651,69.5,"BAT22"
"11612",11.65663,69.6,"BAT22"
"11613",11.68675,69.7,"BAT22"
"11614",11.68675,69.8,"BAT22"
"11615",11.71687,69.9,"BAT22"
"11616",11.74699,70,"BAT22"
"11617",11.77711,70.1,"BAT22"
"11618",11.80723,70.2,"BAT22"
"11619",11.83735,70.3,"BAT22"
"11620",11.86747,70.4,"BAT22"
"11621",11.89759,70.5,"BAT22"
"11622",11.92771,70.6,"BAT22"
"11623",11.95783,70.7,"BAT22"
"11624",11.95783,70.8,"BAT22"
"11625",11.98795,70.9,"BAT22"
"11626",12.01807,71,"BAT22"
"11627",12.04819,71.1,"BAT22"
"11628",12.07831,71.2,"BAT22"
"11629",12.10843,71.3,"BAT22"
"11630",12.13855,71.4,"BAT22"
"11631",12.16867,71.5,"BAT22"
"11632",12.19879,71.6,"BAT22"
"11633",12.22892,71.7,"BAT22"
"11634",12.25904,71.8,"BAT22"
"11635",12.28916,71.9,"BAT22"
"11636",12.31928,72,"BAT22"
"11637",12.3494,72.1,"BAT22"
"11638",12.37952,72.2,"BAT22"
"11639",12.40964,72.3,"BAT22"
"11640",12.43976,72.4,"BAT22"
"11641",12.46988,72.5,"BAT22"
"11642",12.5,72.6,"BAT22"
"11643",12.53012,72.7,"BAT22"
"11644",12.56024,72.8,"BAT22"
"11645",12.59036,72.9,"BAT22"
"11646",12.59036,73,"BAT22"
"11647",12.62048,73.1,"BAT22"
"11648",12.6506,73.2,"BAT22"
"11649",12.68072,73.3,"BAT22"
"11650",12.71084,73.4,"BAT22"
"11651",12.74096,73.5,"BAT22"
"11652",12.77108,73.6,"BAT22"
"11653",12.8012,73.7,"BAT22"
"11654",12.83133,73.8,"BAT22"
"11655",12.86145,73.9,"BAT22"
"11656",12.89157,74,"BAT22"
"11657",12.92169,74.1,"BAT22"
"11658",12.95181,74.2,"BAT22"
"11659",12.98193,74.3,"BAT22"
"11660",13.01205,74.4,"BAT22"
"11661",13.04217,74.5,"BAT22"
"11662",13.07229,74.6,"BAT22"
"11663",13.10241,74.7,"BAT22"
"11664",13.13253,74.8,"BAT22"
"11665",13.16265,74.9,"BAT22"
"11666",13.19277,75,"BAT22"
"11667",13.22289,75.1,"BAT22"
"11668",13.25301,75.2,"BAT22"
"11669",13.28313,75.3,"BAT22"
"11670",13.31325,75.4,"BAT22"
"11671",13.34337,75.5,"BAT22"
"11672",13.37349,75.6,"BAT22"
"11673",13.43373,75.7,"BAT22"
"11674",13.46386,75.8,"BAT22"
"11675",13.46386,75.9,"BAT22"
"11676",13.49398,76,"BAT22"
"11677",13.5241,76.1,"BAT22"
"11678",13.55422,76.2,"BAT22"
"11679",13.58434,76.3,"BAT22"
"11680",13.61446,76.4,"BAT22"
"11681",13.64458,76.5,"BAT22"
"11682",13.6747,76.6,"BAT22"
"11683",13.70482,76.7,"BAT22"
"11684",13.73494,76.8,"BAT22"
"11685",13.76506,76.9,"BAT22"
"11686",13.79518,77,"BAT22"
"11687",13.8253,77.1,"BAT22"
"11688",13.85542,77.2,"BAT22"
"11689",13.88554,77.3,"BAT22"
"11690",13.91566,77.4,"BAT22"
"11691",13.94578,77.5,"BAT22"
"11692",13.9759,77.6,"BAT22"
"11693",14.00602,77.7,"BAT22"
"11694",14.03614,77.8,"BAT22"
"11695",14.06627,77.9,"BAT22"
"11696",14.09639,78,"BAT22"
"11697",14.12651,78.1,"BAT22"
"11698",14.18675,78.2,"BAT22"
"11699",14.21687,78.3,"BAT22"
"11700",14.24699,78.4,"BAT22"
"11701",14.27711,78.5,"BAT22"
"11702",14.30723,78.6,"BAT22"
"11703",14.33735,78.7,"BAT22"
"11704",14.36747,78.8,"BAT22"
"11705",14.39759,78.9,"BAT22"
"11706",14.42771,79,"BAT22"
"11707",14.45783,79.1,"BAT22"
"11708",14.48795,79.2,"BAT22"
"11709",14.51807,79.3,"BAT22"
"11710",14.54819,79.4,"BAT22"
"11711",14.60843,79.5,"BAT22"
"11712",14.63855,79.6,"BAT22"
"11713",14.66867,79.7,"BAT22"
"11714",14.69879,79.8,"BAT22"
"11715",14.72892,79.9,"BAT22"
"11716",14.75904,80,"BAT22"
"11717",14.78916,80.1,"BAT22"
"11718",14.81928,80.2,"BAT22"
"11719",14.8494,80.3,"BAT22"
"11720",14.87952,80.4,"BAT22"
"11721",14.93976,80.5,"BAT22"
"11722",14.96988,80.6,"BAT22"
"11723",15,80.7,"BAT22"
"11724",15.03012,80.8,"BAT22"
"11725",15.06024,80.9,"BAT22"
"11726",15.09036,81,"BAT22"
"11727",15.12048,81.1,"BAT22"
"11728",15.1506,81.2,"BAT22"
"11729",15.18072,81.3,"BAT22"
"11730",15.21084,81.4,"BAT22"
"11731",15.27108,81.5,"BAT22"
"11732",15.3012,81.6,"BAT22"
"11733",15.33133,81.7,"BAT22"
"11734",15.36145,81.8,"BAT22"
"11735",15.39157,81.9,"BAT22"
"11736",15.42169,82,"BAT22"
"11737",15.45181,82.1,"BAT22"
"11738",15.48193,82.2,"BAT22"
"11739",15.51205,82.3,"BAT22"
"11740",15.54217,82.4,"BAT22"
"11741",15.57229,82.5,"BAT22"
"11742",15.63253,82.6,"BAT22"
"11743",15.63253,82.7,"BAT22"
"11744",15.69277,82.8,"BAT22"
"11745",15.72289,82.9,"BAT22"
"11746",15.75301,83,"BAT22"
"11747",15.78313,83.1,"BAT22"
"11748",15.81325,83.2,"BAT22"
"11749",15.84337,83.3,"BAT22"
"11750",15.87349,83.4,"BAT22"
"11751",15.90361,83.5,"BAT22"
"11752",15.93373,83.6,"BAT22"
"11753",15.96386,83.7,"BAT22"
"11754",15.99398,83.8,"BAT22"
"11755",16.0241,83.9,"BAT22"
"11756",16.05422,84,"BAT22"
"11757",16.08434,84.1,"BAT22"
"11758",16.11446,84.2,"BAT22"
"11759",16.14458,84.3,"BAT22"
