"","kgf","s","nome"
"6292",0.30303,6.8,"BAT17"
"6293",0.30303,6.9,"BAT17"
"6294",0.30303,7,"BAT17"
"6295",0.30303,7.1,"BAT17"
"6296",0.33333,7.2,"BAT17"
"6297",0.33333,7.3,"BAT17"
"6298",0.33333,7.4,"BAT17"
"6299",0.33333,7.5,"BAT17"
"6300",0.36364,7.6,"BAT17"
"6301",0.36364,7.7,"BAT17"
"6302",0.36364,7.8,"BAT17"
"6303",0.39394,7.9,"BAT17"
"6304",0.39394,8,"BAT17"
"6305",0.39394,8.1,"BAT17"
"6306",0.39394,8.2,"BAT17"
"6307",0.42424,8.3,"BAT17"
"6308",0.42424,8.4,"BAT17"
"6309",0.42424,8.5,"BAT17"
"6310",0.45455,8.6,"BAT17"
"6311",0.45455,8.7,"BAT17"
"6312",0.45455,8.8,"BAT17"
"6313",0.48485,8.9,"BAT17"
"6314",0.48485,9,"BAT17"
"6315",0.48485,9.1,"BAT17"
"6316",0.51515,9.2,"BAT17"
"6317",0.51515,9.3,"BAT17"
"6318",0.54545,9.4,"BAT17"
"6319",0.54545,9.5,"BAT17"
"6320",0.54545,9.6,"BAT17"
"6321",0.54545,9.7,"BAT17"
"6322",0.57576,9.8,"BAT17"
"6323",0.57576,9.9,"BAT17"
"6324",0.60606,10,"BAT17"
"6325",0.60606,10.1,"BAT17"
"6326",0.60606,10.2,"BAT17"
"6327",0.63636,10.3,"BAT17"
"6328",0.66667,10.4,"BAT17"
"6329",0.66667,10.5,"BAT17"
"6330",0.69697,10.6,"BAT17"
"6331",0.69697,10.7,"BAT17"
"6332",0.69697,10.8,"BAT17"
"6333",0.72727,10.9,"BAT17"
"6334",0.72727,11,"BAT17"
"6335",0.75758,11.1,"BAT17"
"6336",0.78788,11.2,"BAT17"
"6337",0.78788,11.3,"BAT17"
"6338",0.81818,11.4,"BAT17"
"6339",0.81818,11.5,"BAT17"
"6340",0.84848,11.6,"BAT17"
"6341",0.84848,11.7,"BAT17"
"6342",0.87879,11.8,"BAT17"
"6343",0.87879,11.9,"BAT17"
"6344",0.90909,12,"BAT17"
"6345",0.90909,12.1,"BAT17"
"6346",0.93939,12.2,"BAT17"
"6347",0.9697,12.3,"BAT17"
"6348",0.9697,12.4,"BAT17"
"6349",1,12.5,"BAT17"
"6350",1.0303,12.6,"BAT17"
"6351",1.06061,12.7,"BAT17"
"6352",1.06061,12.8,"BAT17"
"6353",1.09091,12.9,"BAT17"
"6354",1.09091,13,"BAT17"
"6355",1.12121,13.1,"BAT17"
"6356",1.12121,13.2,"BAT17"
"6357",1.15152,13.3,"BAT17"
"6358",1.15152,13.4,"BAT17"
"6359",1.18182,13.5,"BAT17"
"6360",1.18182,13.6,"BAT17"
"6361",1.18182,13.7,"BAT17"
"6362",1.21212,13.8,"BAT17"
"6363",1.21212,13.9,"BAT17"
"6364",1.24242,14,"BAT17"
"6365",1.24242,14.1,"BAT17"
"6366",1.27273,14.2,"BAT17"
"6367",1.30303,14.3,"BAT17"
"6368",1.30303,14.4,"BAT17"
"6369",1.33333,14.5,"BAT17"
"6370",1.36364,14.6,"BAT17"
"6371",1.36364,14.7,"BAT17"
"6372",1.39394,14.8,"BAT17"
"6373",1.39394,14.9,"BAT17"
"6374",1.42424,15,"BAT17"
"6375",1.45455,15.1,"BAT17"
"6376",1.48485,15.2,"BAT17"
"6377",1.51515,15.3,"BAT17"
"6378",1.51515,15.4,"BAT17"
"6379",1.54545,15.5,"BAT17"
"6380",1.57576,15.6,"BAT17"
"6381",1.60606,15.7,"BAT17"
"6382",1.60606,15.8,"BAT17"
"6383",1.63636,15.9,"BAT17"
"6384",1.66667,16,"BAT17"
"6385",1.66667,16.1,"BAT17"
"6386",1.69697,16.2,"BAT17"
"6387",1.72727,16.3,"BAT17"
"6388",1.72727,16.4,"BAT17"
"6389",1.75758,16.5,"BAT17"
"6390",1.78788,16.6,"BAT17"
"6391",1.81818,16.7,"BAT17"
"6392",1.81818,16.8,"BAT17"
"6393",1.84848,16.9,"BAT17"
"6394",1.87879,17,"BAT17"
"6395",1.87879,17.1,"BAT17"
"6396",1.90909,17.2,"BAT17"
"6397",1.93939,17.3,"BAT17"
"6398",1.9697,17.4,"BAT17"
"6399",2,17.5,"BAT17"
"6400",2,17.6,"BAT17"
"6401",2.0303,17.7,"BAT17"
"6402",2.06061,17.8,"BAT17"
"6403",2.09091,17.9,"BAT17"
"6404",2.09091,18,"BAT17"
"6405",2.12121,18.1,"BAT17"
"6406",2.15152,18.2,"BAT17"
"6407",2.18182,18.3,"BAT17"
"6408",2.18182,18.4,"BAT17"
"6409",2.21212,18.5,"BAT17"
"6410",2.24242,18.6,"BAT17"
"6411",2.27273,18.7,"BAT17"
"6412",2.30303,18.8,"BAT17"
"6413",2.30303,18.9,"BAT17"
"6414",2.33333,19,"BAT17"
"6415",2.36364,19.1,"BAT17"
"6416",2.36364,19.2,"BAT17"
"6417",2.39394,19.3,"BAT17"
"6418",2.42424,19.4,"BAT17"
"6419",2.45455,19.5,"BAT17"
"6420",2.48485,19.6,"BAT17"
"6421",2.48485,19.7,"BAT17"
"6422",2.51515,19.8,"BAT17"
"6423",2.54545,19.9,"BAT17"
"6424",2.54545,20,"BAT17"
"6425",2.57576,20.1,"BAT17"
"6426",2.60606,20.2,"BAT17"
"6427",2.60606,20.3,"BAT17"
"6428",2.63636,20.4,"BAT17"
"6429",2.66667,20.5,"BAT17"
"6430",2.69697,20.6,"BAT17"
"6431",2.69697,20.7,"BAT17"
"6432",2.72727,20.8,"BAT17"
"6433",2.75758,20.9,"BAT17"
"6434",2.75758,21,"BAT17"
"6435",2.78788,21.1,"BAT17"
"6436",2.81818,21.2,"BAT17"
"6437",2.84848,21.3,"BAT17"
"6438",2.87879,21.4,"BAT17"
"6439",2.87879,21.5,"BAT17"
"6440",2.90909,21.6,"BAT17"
"6441",2.90909,21.7,"BAT17"
"6442",2.93939,21.8,"BAT17"
"6443",2.9697,21.9,"BAT17"
"6444",3,22,"BAT17"
"6445",3,22.1,"BAT17"
"6446",3.0303,22.2,"BAT17"
"6447",3.06061,22.3,"BAT17"
"6448",3.09091,22.4,"BAT17"
"6449",3.09091,22.5,"BAT17"
"6450",3.12121,22.6,"BAT17"
"6451",3.15152,22.7,"BAT17"
"6452",3.15152,22.8,"BAT17"
"6453",3.18182,22.9,"BAT17"
"6454",3.21212,23,"BAT17"
"6455",3.24242,23.1,"BAT17"
"6456",3.24242,23.2,"BAT17"
"6457",3.27273,23.3,"BAT17"
"6458",3.30303,23.4,"BAT17"
"6459",3.33333,23.5,"BAT17"
"6460",3.33333,23.6,"BAT17"
"6461",3.36364,23.7,"BAT17"
"6462",3.39394,23.8,"BAT17"
"6463",3.39394,23.9,"BAT17"
"6464",3.42424,24,"BAT17"
"6465",3.45455,24.1,"BAT17"
"6466",3.45455,24.2,"BAT17"
"6467",3.48485,24.3,"BAT17"
"6468",3.48485,24.4,"BAT17"
"6469",3.51515,24.5,"BAT17"
"6470",3.54545,24.6,"BAT17"
"6471",3.57576,24.7,"BAT17"
"6472",3.57576,24.8,"BAT17"
"6473",3.60606,24.9,"BAT17"
"6474",3.63636,25,"BAT17"
"6475",3.63636,25.1,"BAT17"
"6476",3.66667,25.2,"BAT17"
"6477",3.66667,25.3,"BAT17"
"6478",3.69697,25.4,"BAT17"
"6479",3.72727,25.5,"BAT17"
"6480",3.75758,25.6,"BAT17"
"6481",3.75758,25.7,"BAT17"
"6482",3.78788,25.8,"BAT17"
"6483",3.81818,25.9,"BAT17"
"6484",3.81818,26,"BAT17"
"6485",3.84848,26.1,"BAT17"
"6486",3.87879,26.2,"BAT17"
"6487",3.87879,26.3,"BAT17"
"6488",3.90909,26.4,"BAT17"
"6489",3.93939,26.5,"BAT17"
"6490",3.9697,26.6,"BAT17"
"6491",3.9697,26.7,"BAT17"
"6492",4,26.8,"BAT17"
"6493",4.0303,26.9,"BAT17"
"6494",4.0303,27,"BAT17"
"6495",4.06061,27.1,"BAT17"
"6496",4.09091,27.2,"BAT17"
"6497",4.12121,27.3,"BAT17"
"6498",4.12121,27.4,"BAT17"
"6499",4.18182,27.5,"BAT17"
"6500",4.18182,27.6,"BAT17"
"6501",4.21212,27.7,"BAT17"
"6502",4.21212,27.8,"BAT17"
"6503",4.24242,27.9,"BAT17"
"6504",4.27273,28,"BAT17"
"6505",4.30303,28.1,"BAT17"
"6506",4.30303,28.2,"BAT17"
"6507",4.33333,28.3,"BAT17"
"6508",4.36364,28.4,"BAT17"
"6509",4.39394,28.5,"BAT17"
"6510",4.39394,28.6,"BAT17"
"6511",4.42424,28.7,"BAT17"
"6512",4.45455,28.8,"BAT17"
"6513",4.48485,28.9,"BAT17"
"6514",4.48485,29,"BAT17"
"6515",4.51515,29.1,"BAT17"
"6516",4.54545,29.2,"BAT17"
"6517",4.57576,29.3,"BAT17"
"6518",4.57576,29.4,"BAT17"
"6519",4.60606,29.5,"BAT17"
"6520",4.63636,29.6,"BAT17"
"6521",4.66667,29.7,"BAT17"
"6522",4.66667,29.8,"BAT17"
"6523",4.69697,29.9,"BAT17"
"6524",4.72727,30,"BAT17"
"6525",4.75758,30.1,"BAT17"
"6526",4.78788,30.2,"BAT17"
"6527",4.78788,30.3,"BAT17"
"6528",4.81818,30.4,"BAT17"
"6529",4.84848,30.5,"BAT17"
"6530",4.84848,30.6,"BAT17"
"6531",4.87879,30.7,"BAT17"
"6532",4.90909,30.8,"BAT17"
"6533",4.93939,30.9,"BAT17"
"6534",4.93939,31,"BAT17"
"6535",4.9697,31.1,"BAT17"
"6536",5,31.2,"BAT17"
"6537",5.0303,31.3,"BAT17"
"6538",5.0303,31.4,"BAT17"
"6539",5.06061,31.5,"BAT17"
"6540",5.06061,31.6,"BAT17"
"6541",5.09091,31.7,"BAT17"
"6542",5.12121,31.8,"BAT17"
"6543",5.15152,31.9,"BAT17"
"6544",5.15152,32,"BAT17"
"6545",5.18182,32.1,"BAT17"
"6546",5.21212,32.2,"BAT17"
"6547",5.21212,32.3,"BAT17"
"6548",5.24242,32.4,"BAT17"
"6549",5.27273,32.5,"BAT17"
"6550",5.27273,32.6,"BAT17"
"6551",5.30303,32.7,"BAT17"
"6552",5.33333,32.8,"BAT17"
"6553",5.36364,32.9,"BAT17"
"6554",5.36364,33,"BAT17"
"6555",5.39394,33.1,"BAT17"
"6556",5.39394,33.2,"BAT17"
"6557",5.42424,33.3,"BAT17"
"6558",5.45455,33.4,"BAT17"
"6559",5.45455,33.5,"BAT17"
"6560",5.48485,33.6,"BAT17"
"6561",5.51515,33.7,"BAT17"
"6562",5.54545,33.8,"BAT17"
"6563",5.57576,33.9,"BAT17"
"6564",5.60606,34,"BAT17"
"6565",5.60606,34.1,"BAT17"
"6566",5.63636,34.2,"BAT17"
"6567",5.66667,34.3,"BAT17"
"6568",5.69697,34.4,"BAT17"
"6569",5.72727,34.5,"BAT17"
"6570",5.72727,34.6,"BAT17"
"6571",5.75758,34.7,"BAT17"
"6572",5.78788,34.8,"BAT17"
"6573",5.81818,34.9,"BAT17"
"6574",5.81818,35,"BAT17"
"6575",5.84848,35.1,"BAT17"
"6576",5.87879,35.2,"BAT17"
"6577",5.87879,35.3,"BAT17"
"6578",5.90909,35.4,"BAT17"
"6579",5.93939,35.5,"BAT17"
"6580",5.9697,35.6,"BAT17"
"6581",6,35.7,"BAT17"
"6582",6,35.8,"BAT17"
"6583",6.0303,35.9,"BAT17"
"6584",6.06061,36,"BAT17"
"6585",6.09091,36.1,"BAT17"
"6586",6.09091,36.2,"BAT17"
"6587",6.12121,36.3,"BAT17"
"6588",6.15152,36.4,"BAT17"
"6589",6.18182,36.5,"BAT17"
"6590",6.18182,36.6,"BAT17"
"6591",6.21212,36.7,"BAT17"
"6592",6.24242,36.8,"BAT17"
"6593",6.27273,36.9,"BAT17"
"6594",6.27273,37,"BAT17"
"6595",6.30303,37.1,"BAT17"
"6596",6.33333,37.2,"BAT17"
"6597",6.36364,37.3,"BAT17"
"6598",6.36364,37.4,"BAT17"
"6599",6.39394,37.5,"BAT17"
"6600",6.42424,37.6,"BAT17"
"6601",6.45455,37.7,"BAT17"
"6602",6.48485,37.8,"BAT17"
"6603",6.48485,37.9,"BAT17"
"6604",6.51515,38,"BAT17"
"6605",6.54545,38.1,"BAT17"
"6606",6.57576,38.2,"BAT17"
"6607",6.57576,38.3,"BAT17"
"6608",6.60606,38.4,"BAT17"
"6609",6.63636,38.5,"BAT17"
"6610",6.66667,38.6,"BAT17"
"6611",6.66667,38.7,"BAT17"
"6612",6.69697,38.8,"BAT17"
"6613",6.72727,38.9,"BAT17"
"6614",6.75758,39,"BAT17"
"6615",6.75758,39.1,"BAT17"
"6616",6.78788,39.2,"BAT17"
"6617",6.81818,39.3,"BAT17"
"6618",6.84848,39.4,"BAT17"
"6619",6.84848,39.5,"BAT17"
"6620",6.87879,39.6,"BAT17"
"6621",6.90909,39.7,"BAT17"
"6622",6.93939,39.8,"BAT17"
"6623",6.93939,39.9,"BAT17"
"6624",6.9697,40,"BAT17"
"6625",7,40.1,"BAT17"
"6626",7,40.2,"BAT17"
"6627",7.0297,40.3,"BAT17"
"6628",7.05941,40.4,"BAT17"
"6629",7.08911,40.5,"BAT17"
"6630",7.11881,40.6,"BAT17"
"6631",7.11881,40.7,"BAT17"
"6632",7.14851,40.8,"BAT17"
"6633",7.17822,40.9,"BAT17"
"6634",7.20792,41,"BAT17"
"6635",7.20792,41.1,"BAT17"
"6636",7.23762,41.2,"BAT17"
"6637",7.26733,41.3,"BAT17"
"6638",7.29703,41.4,"BAT17"
"6639",7.29703,41.5,"BAT17"
"6640",7.32673,41.6,"BAT17"
"6641",7.35644,41.7,"BAT17"
"6642",7.38614,41.8,"BAT17"
"6643",7.38614,41.9,"BAT17"
"6644",7.41584,42,"BAT17"
"6645",7.44554,42.1,"BAT17"
"6646",7.47525,42.2,"BAT17"
"6647",7.50495,42.3,"BAT17"
"6648",7.50495,42.4,"BAT17"
"6649",7.53465,42.5,"BAT17"
"6650",7.56436,42.6,"BAT17"
"6651",7.59406,42.7,"BAT17"
"6652",7.62376,42.8,"BAT17"
"6653",7.65347,42.9,"BAT17"
"6654",7.68317,43,"BAT17"
"6655",7.71287,43.1,"BAT17"
"6656",7.71287,43.2,"BAT17"
"6657",7.74257,43.3,"BAT17"
"6658",7.77228,43.4,"BAT17"
"6659",7.80198,43.5,"BAT17"
"6660",7.83168,43.6,"BAT17"
"6661",7.86139,43.7,"BAT17"
"6662",7.89109,43.8,"BAT17"
"6663",7.92079,43.9,"BAT17"
"6664",7.95049,44,"BAT17"
"6665",7.95049,44.1,"BAT17"
"6666",7.9802,44.2,"BAT17"
"6667",8.0099,44.3,"BAT17"
"6668",8.0396,44.4,"BAT17"
"6669",8.06931,44.5,"BAT17"
"6670",8.09901,44.6,"BAT17"
"6671",8.12871,44.7,"BAT17"
"6672",8.15842,44.8,"BAT17"
"6673",8.15842,44.9,"BAT17"
"6674",8.18812,45,"BAT17"
"6675",8.21782,45.1,"BAT17"
"6676",8.24753,45.2,"BAT17"
"6677",8.27723,45.3,"BAT17"
"6678",8.30693,45.4,"BAT17"
"6679",8.33663,45.5,"BAT17"
"6680",8.36634,45.6,"BAT17"
"6681",8.36634,45.7,"BAT17"
"6682",8.39604,45.8,"BAT17"
"6683",8.42574,45.9,"BAT17"
"6684",8.45545,46,"BAT17"
"6685",8.48515,46.1,"BAT17"
"6686",8.51485,46.2,"BAT17"
"6687",8.54455,46.3,"BAT17"
"6688",8.57426,46.4,"BAT17"
"6689",8.57426,46.5,"BAT17"
"6690",8.60396,46.6,"BAT17"
"6691",8.63366,46.7,"BAT17"
"6692",8.66337,46.8,"BAT17"
"6693",8.69307,46.9,"BAT17"
"6694",8.72277,47,"BAT17"
"6695",8.75247,47.1,"BAT17"
"6696",8.78218,47.2,"BAT17"
"6697",8.81188,47.3,"BAT17"
"6698",8.81188,47.4,"BAT17"
"6699",8.84158,47.5,"BAT17"
"6700",8.87129,47.6,"BAT17"
"6701",8.90099,47.7,"BAT17"
"6702",8.93069,47.8,"BAT17"
"6703",8.9604,47.9,"BAT17"
"6704",8.9901,48,"BAT17"
"6705",9.0198,48.1,"BAT17"
"6706",9.0495,48.2,"BAT17"
"6707",9.07921,48.3,"BAT17"
"6708",9.10891,48.4,"BAT17"
"6709",9.10891,48.5,"BAT17"
"6710",9.13861,48.6,"BAT17"
"6711",9.16832,48.7,"BAT17"
"6712",9.19802,48.8,"BAT17"
"6713",9.22772,48.9,"BAT17"
"6714",9.25743,49,"BAT17"
"6715",9.28713,49.1,"BAT17"
"6716",9.31683,49.2,"BAT17"
"6717",9.34653,49.3,"BAT17"
"6718",9.37624,49.4,"BAT17"
"6719",9.40594,49.5,"BAT17"
"6720",9.43564,49.6,"BAT17"
"6721",9.46535,49.7,"BAT17"
"6722",9.49505,49.8,"BAT17"
"6723",9.52475,49.9,"BAT17"
"6724",9.55446,50,"BAT17"
"6725",9.58416,50.1,"BAT17"
"6726",9.61386,50.2,"BAT17"
"6727",9.64356,50.3,"BAT17"
"6728",9.64356,50.4,"BAT17"
"6729",9.67327,50.5,"BAT17"
"6730",9.70297,50.6,"BAT17"
"6731",9.73267,50.7,"BAT17"
"6732",9.79208,50.8,"BAT17"
"6733",9.82178,50.9,"BAT17"
"6734",9.82178,51,"BAT17"
"6735",9.85148,51.1,"BAT17"
"6736",9.88119,51.2,"BAT17"
"6737",9.91089,51.3,"BAT17"
"6738",9.94059,51.4,"BAT17"
"6739",9.9703,51.5,"BAT17"
"6740",10,51.6,"BAT17"
"6741",10.06024,51.7,"BAT17"
"6742",10.09036,51.8,"BAT17"
"6743",10.09036,51.9,"BAT17"
"6744",10.12048,52,"BAT17"
"6745",10.1506,52.1,"BAT17"
"6746",10.18072,52.2,"BAT17"
"6747",10.21084,52.3,"BAT17"
"6748",10.24096,52.4,"BAT17"
"6749",10.27108,52.5,"BAT17"
"6750",10.33132,52.6,"BAT17"
"6751",10.36145,52.7,"BAT17"
"6752",10.39157,52.8,"BAT17"
"6753",10.42169,52.9,"BAT17"
"6754",10.42169,53,"BAT17"
"6755",10.48193,53.1,"BAT17"
"6756",10.51205,53.2,"BAT17"
"6757",10.54217,53.3,"BAT17"
"6758",10.57229,53.4,"BAT17"
"6759",10.60241,53.5,"BAT17"
"6760",10.63253,53.6,"BAT17"
"6761",10.66265,53.7,"BAT17"
"6762",10.69277,53.8,"BAT17"
"6763",10.72289,53.9,"BAT17"
"6764",10.75301,54,"BAT17"
"6765",10.78313,54.1,"BAT17"
"6766",10.81325,54.2,"BAT17"
"6767",10.87349,54.3,"BAT17"
"6768",10.90361,54.4,"BAT17"
"6769",10.93373,54.5,"BAT17"
"6770",10.96386,54.6,"BAT17"
"6771",10.99398,54.7,"BAT17"
"6772",11.0241,54.8,"BAT17"
"6773",11.05422,54.9,"BAT17"
"6774",11.08434,55,"BAT17"
"6775",11.11446,55.1,"BAT17"
"6776",11.14458,55.2,"BAT17"
"6777",11.1747,55.3,"BAT17"
"6778",11.23494,55.4,"BAT17"
"6779",11.26506,55.5,"BAT17"
"6780",11.29518,55.6,"BAT17"
"6781",11.3253,55.7,"BAT17"
"6782",11.35542,55.8,"BAT17"
"6783",11.38554,55.9,"BAT17"
"6784",11.41566,56,"BAT17"
"6785",11.44578,56.1,"BAT17"
"6786",11.4759,56.2,"BAT17"
"6787",11.50602,56.3,"BAT17"
"6788",11.56627,56.4,"BAT17"
"6789",11.59639,56.5,"BAT17"
"6790",11.62651,56.6,"BAT17"
"6791",11.65663,56.7,"BAT17"
"6792",11.68675,56.8,"BAT17"
"6793",11.71687,56.9,"BAT17"
"6794",11.77711,57,"BAT17"
"6795",11.80723,57.1,"BAT17"
"6796",11.83735,57.2,"BAT17"
"6797",11.86747,57.3,"BAT17"
"6798",11.89759,57.4,"BAT17"
"6799",11.92771,57.5,"BAT17"
"6800",11.98795,57.6,"BAT17"
"6801",12.01807,57.7,"BAT17"
"6802",12.04819,57.8,"BAT17"
"6803",12.07831,57.9,"BAT17"
"6804",12.10843,58,"BAT17"
"6805",12.16867,58.1,"BAT17"
"6806",12.19879,58.2,"BAT17"
"6807",12.22892,58.3,"BAT17"
"6808",12.25904,58.4,"BAT17"
"6809",12.28916,58.5,"BAT17"
"6810",12.3494,58.6,"BAT17"
"6811",12.37952,58.7,"BAT17"
"6812",12.40964,58.8,"BAT17"
"6813",12.43976,58.9,"BAT17"
"6814",12.46988,59,"BAT17"
"6815",12.53012,59.1,"BAT17"
"6816",12.56024,59.2,"BAT17"
"6817",12.59036,59.3,"BAT17"
"6818",12.62048,59.4,"BAT17"
"6819",12.68072,59.5,"BAT17"
"6820",12.71084,59.6,"BAT17"
"6821",12.74096,59.7,"BAT17"
"6822",12.77108,59.8,"BAT17"
"6823",12.8012,59.9,"BAT17"
"6824",12.86145,60,"BAT17"
"6825",12.89157,60.1,"BAT17"
"6826",12.92169,60.2,"BAT17"
"6827",12.95181,60.3,"BAT17"
"6828",12.98193,60.4,"BAT17"
"6829",13.04217,60.5,"BAT17"
"6830",13.07229,60.6,"BAT17"
"6831",13.10241,60.7,"BAT17"
"6832",13.13253,60.8,"BAT17"
"6833",13.19277,60.9,"BAT17"
"6834",13.22289,61,"BAT17"
"6835",13.25301,61.1,"BAT17"
"6836",13.28313,61.2,"BAT17"
"6837",13.31325,61.3,"BAT17"
"6838",13.34337,61.4,"BAT17"
"6839",13.40361,61.5,"BAT17"
"6840",13.43373,61.6,"BAT17"
"6841",13.46386,61.7,"BAT17"
"6842",13.49398,61.8,"BAT17"
"6843",13.55422,61.9,"BAT17"
"6844",13.58434,62,"BAT17"
"6845",13.61446,62.1,"BAT17"
"6846",13.64458,62.2,"BAT17"
"6847",13.70482,62.3,"BAT17"
"6848",13.73494,62.4,"BAT17"
"6849",13.76506,62.5,"BAT17"
"6850",13.8253,62.6,"BAT17"
"6851",13.85542,62.7,"BAT17"
"6852",13.88554,62.8,"BAT17"
"6853",13.91566,62.9,"BAT17"
"6854",13.9759,63,"BAT17"
"6855",14.00602,63.1,"BAT17"
"6856",14.03614,63.2,"BAT17"
"6857",14.06627,63.3,"BAT17"
"6858",14.12651,63.4,"BAT17"
"6859",14.15663,63.5,"BAT17"
"6860",14.18675,63.6,"BAT17"
"6861",14.24699,63.7,"BAT17"
"6862",14.27711,63.8,"BAT17"
"6863",14.30723,63.9,"BAT17"
"6864",14.33735,64,"BAT17"
"6865",14.36747,64.1,"BAT17"
"6866",14.39759,64.2,"BAT17"
"6867",14.45783,64.3,"BAT17"
"6868",14.48795,64.4,"BAT17"
"6869",14.51807,64.5,"BAT17"
"6870",14.54819,64.6,"BAT17"
"6871",14.60843,64.7,"BAT17"
"6872",14.63855,64.8,"BAT17"
"6873",14.66867,64.9,"BAT17"
"6874",14.72892,65,"BAT17"
"6875",14.75904,65.1,"BAT17"
"6876",14.78916,65.2,"BAT17"
"6877",14.81928,65.3,"BAT17"
"6878",14.8494,65.4,"BAT17"
"6879",14.87952,65.5,"BAT17"
"6880",14.93976,65.6,"BAT17"
"6881",14.96988,65.7,"BAT17"
"6882",15.03012,65.8,"BAT17"
"6883",15.06024,65.9,"BAT17"
"6884",15.09036,66,"BAT17"
"6885",15.12048,66.1,"BAT17"
"6886",15.1506,66.2,"BAT17"
"6887",15.21084,66.3,"BAT17"
"6888",15.24096,66.4,"BAT17"
"6889",15.27108,66.5,"BAT17"
"6890",15.3012,66.6,"BAT17"
"6891",15.36145,66.7,"BAT17"
"6892",15.39157,66.8,"BAT17"
"6893",15.12048,66.9,"BAT17"
"6894",11.71687,67,"BAT17"
"6895",11.20482,67.1,"BAT17"
"6896",11.20482,67.2,"BAT17"
"6897",11.23494,67.3,"BAT17"
"6898",11.29518,67.4,"BAT17"
"6899",11.3253,67.5,"BAT17"
"6900",11.38554,67.6,"BAT17"
"6901",11.44578,67.7,"BAT17"
"6902",5,5,"BAT18"
"6903",0.09091,0,"BAT18"
"6904",0.09091,0.1,"BAT18"
"6905",0.09091,0.2,"BAT18"
"6906",0.09091,0.3,"BAT18"
"6907",0.09091,0.4,"BAT18"
"6908",0.09091,0.5,"BAT18"
"6909",0.09091,0.6,"BAT18"
"6910",0.09091,0.7,"BAT18"
"6911",0.09091,0.8,"BAT18"
"6912",0.09091,0.9,"BAT18"
"6913",0.09091,1,"BAT18"
"6914",0.09091,1.1,"BAT18"
"6915",0.09091,1.2,"BAT18"
"6916",0.12121,1.3,"BAT18"
"6917",0.12121,1.4,"BAT18"
"6918",0.12121,1.5,"BAT18"
"6919",0.15152,1.6,"BAT18"
"6920",0.15152,1.7,"BAT18"
"6921",0.15152,1.8,"BAT18"
"6922",0.15152,1.9,"BAT18"
"6923",0.15152,2,"BAT18"
"6924",0.18182,2.1,"BAT18"
"6925",0.18182,2.2,"BAT18"
"6926",0.18182,2.3,"BAT18"
"6927",0.18182,2.4,"BAT18"
"6928",0.21212,2.5,"BAT18"
"6929",0.21212,2.6,"BAT18"
"6930",0.21212,2.7,"BAT18"
"6931",0.21212,2.8,"BAT18"
"6932",0.21212,2.9,"BAT18"
"6933",0.24242,3,"BAT18"
"6934",0.24242,3.1,"BAT18"
"6935",0.24242,3.2,"BAT18"
"6936",0.24242,3.3,"BAT18"
"6937",0.27273,3.4,"BAT18"
"6938",0.27273,3.5,"BAT18"
"6939",0.30303,3.6,"BAT18"
"6940",0.30303,3.7,"BAT18"
"6941",0.30303,3.8,"BAT18"
"6942",0.33333,3.9,"BAT18"
"6943",0.33333,4,"BAT18"
"6944",0.33333,4.1,"BAT18"
"6945",0.36364,4.2,"BAT18"
"6946",0.36364,4.3,"BAT18"
"6947",0.39394,4.4,"BAT18"
"6948",0.39394,4.5,"BAT18"
"6949",0.42424,4.6,"BAT18"
"6950",0.42424,4.7,"BAT18"
"6951",0.42424,4.8,"BAT18"
"6952",0.45455,4.9,"BAT18"
"6953",0.45455,5,"BAT18"
"6954",0.48485,5.1,"BAT18"
"6955",0.48485,5.2,"BAT18"
"6956",0.51515,5.3,"BAT18"
"6957",0.51515,5.4,"BAT18"
"6958",0.51515,5.5,"BAT18"
"6959",0.54545,5.6,"BAT18"
"6960",0.54545,5.7,"BAT18"
"6961",0.57576,5.8,"BAT18"
"6962",0.57576,5.9,"BAT18"
"6963",0.60606,6,"BAT18"
"6964",0.63636,6.1,"BAT18"
"6965",0.63636,6.2,"BAT18"
"6966",0.66667,6.3,"BAT18"
"6967",0.66667,6.4,"BAT18"
"6968",0.69697,6.5,"BAT18"
"6969",0.69697,6.6,"BAT18"
"6970",0.72727,6.7,"BAT18"
"6971",0.72727,6.8,"BAT18"
"6972",0.75758,6.9,"BAT18"
"6973",0.75758,7,"BAT18"
"6974",0.78788,7.1,"BAT18"
"6975",0.81818,7.2,"BAT18"
"6976",0.81818,7.3,"BAT18"
"6977",0.84848,7.4,"BAT18"
"6978",0.87879,7.5,"BAT18"
"6979",0.87879,7.6,"BAT18"
"6980",0.90909,7.7,"BAT18"
"6981",0.90909,7.8,"BAT18"
"6982",0.93939,7.9,"BAT18"
"6983",0.9697,8,"BAT18"
"6984",0.9697,8.1,"BAT18"
"6985",1,8.2,"BAT18"
"6986",1,8.3,"BAT18"
"6987",1.0303,8.4,"BAT18"
"6988",1.06061,8.5,"BAT18"
"6989",1.06061,8.6,"BAT18"
"6990",1.09091,8.7,"BAT18"
"6991",1.09091,8.8,"BAT18"
"6992",1.12121,8.9,"BAT18"
"6993",1.15152,9,"BAT18"
"6994",1.18182,9.1,"BAT18"
"6995",1.18182,9.2,"BAT18"
"6996",1.21212,9.3,"BAT18"
"6997",1.21212,9.4,"BAT18"
"6998",1.24242,9.5,"BAT18"
"6999",1.27273,9.6,"BAT18"
